VF3_CumVerse,VF3_BCV,VF3_BookIndex,VF3_BookName,VF3_Chapter,VF3_Verse
1757,Luke 1:8,3,Luke,1,8
5755,2 Corinthians 6:2,8,2 Corinthians,6,2
4681,Acts 26:3,5,Acts,26,3
6919,Hebrews 6:20,19,Hebrews,6,20
5799,2 Corinthians 8:12,8,2 Corinthians,8,12
7821,Revelation 16:11,27,Revelation,16,11
6238,Philippians 1:22,11,Philippians,1,22
6944,Hebrews 7:25,19,Hebrews,7,25
1324,Mark 7:5,2,Mark,7,5
6514,2 Thessalonians 1:10,14,2 Thessalonians,1,10
1486,Mark 10:42,2,Mark,10,42
2684,Luke 21:2,3,Luke,21,2
6304,Philippians 4:7,11,Philippians,4,7
5969,Galatians 3:12,9,Galatians,3,12
1751,Luke 1:2,3,Luke,1,2
1480,Mark 10:36,2,Mark,10,36
3115,John 6:3,4,John,6,3
5936,Galatians 1:24,9,Galatians,1,24
4307,Acts 15:10,5,Acts,15,10
1574,Mark 13:1,2,Mark,13,1
7835,Revelation 17:4,27,Revelation,17,4
5065,Romans 11:1,6,Romans,11,1
1783,Luke 1:34,3,Luke,1,34
6007,Galatians 4:21,9,Galatians,4,21
461,Matthew 14:8,1,Matthew,14,8
6039,Galatians 5:22,9,Galatians,5,22
120,Matthew 5:30,1,Matthew,5,30
310,Matthew 10:37,1,Matthew,10,37
7082,Hebrews 12:15,19,Hebrews,12,15
5252,1 Corinthians 2:3,7,1 Corinthians,2,3
7556,Revelation 1:3,27,Revelation,1,3
3828,Acts 2:24,5,Acts,2,24
1754,Luke 1:5,3,Luke,1,5
3828,Acts 2:24,5,Acts,2,24
3789,Acts 1:11,5,Acts,1,11
3023,John 4:12,4,John,4,12
3542,John 14:19,4,John,14,19
3757,John 21:4,4,John,21,4
7111,Hebrews 13:15,19,Hebrews,13,15
505,Matthew 15:16,1,Matthew,15,16
1005,Matthew 27:20,1,Matthew,27,20
4524,Acts 21:5,5,Acts,21,5
3871,Acts 3:20,5,Acts,3,20
2333,Luke 12:18,3,Luke,12,18
150,Matthew 6:12,1,Matthew,6,12
7460,1 John 4:2,23,1 John,4,2
5847,2 Corinthians 11:3,8,2 Corinthians,11,3
2121,Luke 8:20,3,Luke,8,20
6927,Hebrews 7:8,19,Hebrews,7,8
2131,Luke 8:30,3,Luke,8,30
3126,John 6:14,4,John,6,14
3156,John 6:44,4,John,6,44
5434,1 Corinthians 10:12,7,1 Corinthians,10,12
5855,2 Corinthians 11:11,8,2 Corinthians,11,11
2532,Luke 17:25,3,Luke,17,25
3867,Acts 3:16,5,Acts,3,16
2259,Luke 10:40,3,Luke,10,40
967,Matthew 26:57,1,Matthew,26,57
3775,John 21:22,4,John,21,22
6953,Hebrews 8:6,19,Hebrews,8,6
5235,1 Corinthians 1:17,7,1 Corinthians,1,17
1059,Matthew 28:8,1,Matthew,28,8
7615,Revelation 3:13,27,Revelation,3,13
1033,Matthew 27:48,1,Matthew,27,48
277,Matthew 10:4,1,Matthew,10,4
6073,Ephesians 1:12,10,Ephesians,1,12
3883,Acts 4:6,5,Acts,4,6
5220,1 Corinthians 1:2,7,1 Corinthians,1,2
5302,1 Corinthians 4:14,7,1 Corinthians,4,14
6860,Hebrews 3:10,19,Hebrews,3,10
491,Matthew 15:2,1,Matthew,15,2
6433,1 Thessalonians 2:8,13,1 Thessalonians,2,8
1816,Luke 1:67,3,Luke,1,67
5977,Galatians 3:20,9,Galatians,3,20
6997,Hebrews 10:9,19,Hebrews,10,9
192,Matthew 7:20,1,Matthew,7,20
422,Matthew 13:27,1,Matthew,13,27
5823,2 Corinthians 9:12,8,2 Corinthians,9,12
6825,Hebrews 1:7,19,Hebrews,1,7
3083,John 5:18,4,John,5,18
5542,1 Corinthians 14:9,7,1 Corinthians,14,9
7264,1 Peter 2:10,21,1 Peter,2,10
1585,Mark 13:12,2,Mark,13,12
7063,Hebrews 11:36,19,Hebrews,11,36
2255,Luke 10:36,3,Luke,10,36
823,Matthew 24:10,1,Matthew,24,10
3993,Acts 7:22,5,Acts,7,22
1659,Mark 14:49,2,Mark,14,49
2261,Luke 10:42,3,Luke,10,42
481,Matthew 14:28,1,Matthew,14,28
3827,Acts 2:23,5,Acts,2,23
3541,John 14:18,4,John,14,18
2494,Luke 16:18,3,Luke,16,18
4725,Acts 27:15,5,Acts,27,15
6687,2 Timothy 2:5,16,2 Timothy,2,5
2210,Luke 9:53,3,Luke,9,53
7740,Revelation 11:12,27,Revelation,11,12
3227,John 7:44,4,John,7,44
4978,Romans 8:7,6,Romans,8,7
7800,Revelation 14:18,27,Revelation,14,18
2386,Luke 13:12,3,Luke,13,12
3017,John 4:6,4,John,4,6
5977,Galatians 3:20,9,Galatians,3,20
4990,Romans 8:19,6,Romans,8,19
2372,Luke 12:57,3,Luke,12,57
5535,1 Corinthians 14:2,7,1 Corinthians,14,2
2179,Luke 9:22,3,Luke,9,22
7036,Hebrews 11:9,19,Hebrews,11,9
6161,Ephesians 5:2,10,Ephesians,5,2
6663,1 Timothy 6:20,15,1 Timothy,6,20
3283,John 8:47,4,John,8,47
1285,Mark 6:22,2,Mark,6,22
4498,Acts 20:17,5,Acts,20,17
964,Matthew 26:54,1,Matthew,26,54
6204,Ephesians 6:12,10,Ephesians,6,12
2808,Luke 23:17,3,Luke,23,17
5502,1 Corinthians 12:13,7,1 Corinthians,12,13
786,Matthew 23:12,1,Matthew,23,12
3061,John 4:50,4,John,4,50
5929,Galatians 1:17,9,Galatians,1,17
7148,James 1:27,20,James,1,27
6244,Philippians 1:28,11,Philippians,1,28
7847,Revelation 17:16,27,Revelation,17,16
7691,Revelation 8:8,27,Revelation,8,8
6724,2 Timothy 3:16,16,2 Timothy,3,16
343,Matthew 11:28,1,Matthew,11,28
1787,Luke 1:38,3,Luke,1,38
6424,1 Thessalonians 1:9,13,1 Thessalonians,1,9
5403,1 Corinthians 9:8,7,1 Corinthians,9,8
1663,Mark 14:53,2,Mark,14,53
6451,1 Thessalonians 3:6,13,1 Thessalonians,3,6
7328,1 Peter 5:8,21,1 Peter,5,8
7868,Revelation 18:19,27,Revelation,18,19
7490,1 John 5:11,23,1 John,5,11
344,Matthew 11:29,1,Matthew,11,29
1939,Luke 4:20,3,Luke,4,20
923,Matthew 26:13,1,Matthew,26,13
4559,Acts 21:40,5,Acts,21,40
163,Matthew 6:25,1,Matthew,6,25
441,Matthew 13:46,1,Matthew,13,46
4718,Acts 27:8,5,Acts,27,8
7172,James 2:24,20,James,2,24
5269,1 Corinthians 3:4,7,1 Corinthians,3,4
2619,Luke 19:32,3,Luke,19,32
730,Matthew 22:2,1,Matthew,22,2
1524,Mark 11:28,2,Mark,11,28
4106,Acts 9:35,5,Acts,9,35
5079,Romans 11:15,6,Romans,11,15
6466,1 Thessalonians 4:8,13,1 Thessalonians,4,8
6517,2 Thessalonians 2:1,14,2 Thessalonians,2,1
4054,Acts 8:23,5,Acts,8,23
3709,John 19:29,4,John,19,29
5157,Romans 14:22,6,Romans,14,22
4220,Acts 13:3,5,Acts,13,3
848,Matthew 24:35,1,Matthew,24,35
7876,Revelation 19:3,27,Revelation,19,3
6192,Ephesians 5:33,10,Ephesians,5,33
6229,Philippians 1:13,11,Philippians,1,13
3691,John 19:11,4,John,19,11
180,Matthew 7:8,1,Matthew,7,8
299,Matthew 10:26,1,Matthew,10,26
295,Matthew 10:22,1,Matthew,10,22
2313,Luke 11:52,3,Luke,11,52
2970,John 2:20,4,John,2,20
1918,Luke 3:37,3,Luke,3,37
2510,Luke 17:3,3,Luke,17,3
6366,Colossians 2:17,12,Colossians,2,17
1591,Mark 13:18,2,Mark,13,18
7533,Jude 1:5,26,Jude,1,5
926,Matthew 26:16,1,Matthew,26,16
651,Matthew 20:3,1,Matthew,20,3
4249,Acts 13:32,5,Acts,13,32
4664,Acts 25:13,5,Acts,25,13
6416,1 Thessalonians 1:1,13,1 Thessalonians,1,1
1402,Mark 9:8,2,Mark,9,8
1064,Matthew 28:13,1,Matthew,28,13
3617,John 17:3,4,John,17,3
529,Matthew 16:1,1,Matthew,16,1
2905,John 1:6,4,John,1,6
2104,Luke 8:3,3,Luke,8,3
7589,Revelation 2:16,27,Revelation,2,16
3791,Acts 1:13,5,Acts,1,13
6348,Colossians 1:28,12,Colossians,1,28
1,Matthew 1:1,1,Matthew,1,1
6013,Galatians 4:27,9,Galatians,4,27
2506,Luke 16:30,3,Luke,16,30
2420,Luke 14:11,3,Luke,14,11
6182,Ephesians 5:23,10,Ephesians,5,23
5268,1 Corinthians 3:3,7,1 Corinthians,3,3
1486,Mark 10:42,2,Mark,10,42
3952,Acts 5:38,5,Acts,5,38
1167,Mark 3:23,2,Mark,3,23
4537,Acts 21:18,5,Acts,21,18
4848,Romans 3:2,6,Romans,3,2
7471,1 John 4:13,23,1 John,4,13
6368,Colossians 2:19,12,Colossians,2,19
4259,Acts 13:42,5,Acts,13,42
3938,Acts 5:24,5,Acts,5,24
6210,Ephesians 6:18,10,Ephesians,6,18
2548,Luke 18:4,3,Luke,18,4
3588,John 16:7,4,John,16,7
4110,Acts 9:39,5,Acts,9,39
4317,Acts 15:20,5,Acts,15,20
7238,1 Peter 1:9,21,1 Peter,1,9
2167,Luke 9:10,3,Luke,9,10
3751,John 20:29,4,John,20,29
3515,John 13:30,4,John,13,30
6228,Philippians 1:12,11,Philippians,1,12
6805,Philemon 1:12,18,Philemon,1,12
4043,Acts 8:12,5,Acts,8,12
5175,Romans 15:17,6,Romans,15,17
924,Matthew 26:14,1,Matthew,26,14
5456,1 Corinthians 11:1,7,1 Corinthians,11,1
6600,1 Timothy 3:14,15,1 Timothy,3,14
46,Matthew 2:21,1,Matthew,2,21
2657,Luke 20:22,3,Luke,20,22
6014,Galatians 4:28,9,Galatians,4,28
6519,2 Thessalonians 2:3,14,2 Thessalonians,2,3
7090,Hebrews 12:23,19,Hebrews,12,23
7723,Revelation 10:6,27,Revelation,10,6
1593,Mark 13:20,2,Mark,13,20
6870,Hebrews 4:1,19,Hebrews,4,1
1165,Mark 3:21,2,Mark,3,21
7931,Revelation 21:22,27,Revelation,21,22
6413,Colossians 4:16,12,Colossians,4,16
2393,Luke 13:19,3,Luke,13,19
4662,Acts 25:11,5,Acts,25,11
3165,John 6:53,4,John,6,53
2372,Luke 12:57,3,Luke,12,57
1115,Mark 1:44,2,Mark,1,44
3745,John 20:23,4,John,20,23
6268,Philippians 2:22,11,Philippians,2,22
4436,Acts 18:24,5,Acts,18,24
6726,2 Timothy 4:1,16,2 Timothy,4,1
43,Matthew 2:18,1,Matthew,2,18
5229,1 Corinthians 1:11,7,1 Corinthians,1,11
1936,Luke 4:17,3,Luke,4,17
1522,Mark 11:26,2,Mark,11,26
1330,Mark 7:11,2,Mark,7,11
1768,Luke 1:19,3,Luke,1,19
2167,Luke 9:10,3,Luke,9,10
3180,John 6:68,4,John,6,68
561,Matthew 17:5,1,Matthew,17,5
643,Matthew 19:25,1,Matthew,19,25
1924,Luke 4:5,3,Luke,4,5
182,Matthew 7:10,1,Matthew,7,10
131,Matthew 5:41,1,Matthew,5,41
343,Matthew 11:28,1,Matthew,11,28
7451,1 John 3:17,23,1 John,3,17
3434,John 11:56,4,John,11,56
2326,Luke 12:11,3,Luke,12,11
6782,Titus 3:4,17,Titus,3,4
1222,Mark 5:2,2,Mark,5,2
319,Matthew 11:4,1,Matthew,11,4
7763,Revelation 12:16,27,Revelation,12,16
2055,Luke 7:4,3,Luke,7,4
822,Matthew 24:9,1,Matthew,24,9
6147,Ephesians 4:20,10,Ephesians,4,20
690,Matthew 21:8,1,Matthew,21,8
1483,Mark 10:39,2,Mark,10,39
3302,John 9:7,4,John,9,7
7474,1 John 4:16,23,1 John,4,16
952,Matthew 26:42,1,Matthew,26,42
6659,1 Timothy 6:16,15,1 Timothy,6,16
5428,1 Corinthians 10:6,7,1 Corinthians,10,6
7937,Revelation 22:1,27,Revelation,22,1
6279,Philippians 3:3,11,Philippians,3,3
4977,Romans 8:6,6,Romans,8,6
6435,1 Thessalonians 2:10,13,1 Thessalonians,2,10
5635,1 Corinthians 16:4,7,1 Corinthians,16,4
1480,Mark 10:36,2,Mark,10,36
4917,Romans 5:15,6,Romans,5,15
737,Matthew 22:9,1,Matthew,22,9
5780,2 Corinthians 7:9,8,2 Corinthians,7,9
221,Matthew 8:20,1,Matthew,8,20
6099,Ephesians 2:15,10,Ephesians,2,15
1656,Mark 14:46,2,Mark,14,46
1532,Mark 12:3,2,Mark,12,3
830,Matthew 24:17,1,Matthew,24,17
3913,Acts 4:36,5,Acts,4,36
1333,Mark 7:14,2,Mark,7,14
6034,Galatians 5:17,9,Galatians,5,17
3197,John 7:14,4,John,7,14
7331,1 Peter 5:11,21,1 Peter,5,11
7848,Revelation 17:17,27,Revelation,17,17
892,Matthew 25:28,1,Matthew,25,28
366,Matthew 12:21,1,Matthew,12,21
5212,Romans 16:21,6,Romans,16,21
3983,Acts 7:12,5,Acts,7,12
6758,Titus 1:11,17,Titus,1,11
304,Matthew 10:31,1,Matthew,10,31
3275,John 8:39,4,John,8,39
1344,Mark 7:25,2,Mark,7,25
2881,Luke 24:34,3,Luke,24,34
5228,1 Corinthians 1:10,7,1 Corinthians,1,10
6334,Colossians 1:14,12,Colossians,1,14
7876,Revelation 19:3,27,Revelation,19,3
4353,Acts 16:15,5,Acts,16,15
4250,Acts 13:33,5,Acts,13,33
5357,1 Corinthians 7:15,7,1 Corinthians,7,15
90,Matthew 4:25,1,Matthew,4,25
3056,John 4:45,4,John,4,45
6270,Philippians 2:24,11,Philippians,2,24
7478,1 John 4:20,23,1 John,4,20
6281,Philippians 3:5,11,Philippians,3,5
4398,Acts 17:20,5,Acts,17,20
907,Matthew 25:43,1,Matthew,25,43
966,Matthew 26:56,1,Matthew,26,56
2301,Luke 11:40,3,Luke,11,40
5868,2 Corinthians 11:24,8,2 Corinthians,11,24
5049,Romans 10:6,6,Romans,10,6
3889,Acts 4:12,5,Acts,4,12
3603,John 16:22,4,John,16,22
5547,1 Corinthians 14:14,7,1 Corinthians,14,14
1437,Mark 9:43,2,Mark,9,43
6007,Galatians 4:21,9,Galatians,4,21
4813,Romans 1:28,6,Romans,1,28
4816,Romans 1:31,6,Romans,1,31
5903,2 Corinthians 13:5,8,2 Corinthians,13,5
2412,Luke 14:3,3,Luke,14,3
654,Matthew 20:6,1,Matthew,20,6
3854,Acts 3:3,5,Acts,3,3
5418,1 Corinthians 9:23,7,1 Corinthians,9,23
4067,Acts 8:36,5,Acts,8,36
3647,John 18:7,4,John,18,7
2590,Luke 19:3,3,Luke,19,3
5250,1 Corinthians 2:1,7,1 Corinthians,2,1
5195,Romans 16:4,6,Romans,16,4
3850,Acts 2:46,5,Acts,2,46
7036,Hebrews 11:9,19,Hebrews,11,9
685,Matthew 21:3,1,Matthew,21,3
2103,Luke 8:2,3,Luke,8,2
5034,Romans 9:24,6,Romans,9,24
5901,2 Corinthians 13:3,8,2 Corinthians,13,3
1315,Mark 6:52,2,Mark,6,52
7231,1 Peter 1:2,21,1 Peter,1,2
2705,Luke 21:23,3,Luke,21,23
689,Matthew 21:7,1,Matthew,21,7
5481,1 Corinthians 11:26,7,1 Corinthians,11,26
3299,John 9:4,4,John,9,4
7720,Revelation 10:3,27,Revelation,10,3
2242,Luke 10:23,3,Luke,10,23
888,Matthew 25:24,1,Matthew,25,24
4972,Romans 8:1,6,Romans,8,1
1805,Luke 1:56,3,Luke,1,56
1156,Mark 3:12,2,Mark,3,12
6881,Hebrews 4:12,19,Hebrews,4,12
7909,Revelation 20:15,27,Revelation,20,15
599,Matthew 18:16,1,Matthew,18,16
1241,Mark 5:21,2,Mark,5,21
3239,John 8:3,4,John,8,3
5891,2 Corinthians 12:14,8,2 Corinthians,12,14
68,Matthew 4:3,1,Matthew,4,3
4236,Acts 13:19,5,Acts,13,19
54,Matthew 3:6,1,Matthew,3,6
4514,Acts 20:33,5,Acts,20,33
7864,Revelation 18:15,27,Revelation,18,15
4354,Acts 16:16,5,Acts,16,16
4710,Acts 26:32,5,Acts,26,32
1532,Mark 12:3,2,Mark,12,3
62,Matthew 3:14,1,Matthew,3,14
3019,John 4:8,4,John,4,8
961,Matthew 26:51,1,Matthew,26,51
6149,Ephesians 4:22,10,Ephesians,4,22
4035,Acts 8:4,5,Acts,8,4
1470,Mark 10:26,2,Mark,10,26
714,Matthew 21:32,1,Matthew,21,32
3412,John 11:34,4,John,11,34
7086,Hebrews 12:19,19,Hebrews,12,19
1399,Mark 9:5,2,Mark,9,5
3661,John 18:21,4,John,18,21
6609,1 Timothy 4:7,15,1 Timothy,4,7
3938,Acts 5:24,5,Acts,5,24
117,Matthew 5:27,1,Matthew,5,27
3236,John 7:53,4,John,7,53
4792,Romans 1:7,6,Romans,1,7
6464,1 Thessalonians 4:6,13,1 Thessalonians,4,6
6600,1 Timothy 3:14,15,1 Timothy,3,14
3587,John 16:6,4,John,16,6
1967,Luke 5:4,3,Luke,5,4
7898,Revelation 20:4,27,Revelation,20,4
1147,Mark 3:3,2,Mark,3,3
6726,2 Timothy 4:1,16,2 Timothy,4,1
2991,John 3:16,4,John,3,16
7413,1 John 2:8,23,1 John,2,8
4345,Acts 16:7,5,Acts,16,7
3866,Acts 3:15,5,Acts,3,15
2862,Luke 24:15,3,Luke,24,15
3025,John 4:14,4,John,4,14
6441,1 Thessalonians 2:16,13,1 Thessalonians,2,16
1416,Mark 9:22,2,Mark,9,22
4279,Acts 14:10,5,Acts,14,10
6508,2 Thessalonians 1:4,14,2 Thessalonians,1,4
