VF1_CumVerse,VF1_BCV,VF1_BookIndex,VF1_BookName,VF1_Chapter,VF1_Verse
6997,Hebrews 10:9,19,Hebrews,10,9
1415,Mark 9:21,2,Mark,9,21
1892,Luke 3:11,3,Luke,3,11
1878,Luke 2:49,3,Luke,2,49
4209,Acts 12:17,5,Acts,12,17
429,Matthew 13:34,1,Matthew,13,34
5678,2 Corinthians 1:23,8,2 Corinthians,1,23
3212,John 7:29,4,John,7,29
2569,Luke 18:25,3,Luke,18,25
2355,Luke 12:40,3,Luke,12,40
5810,2 Corinthians 8:23,8,2 Corinthians,8,23
3544,John 14:21,4,John,14,21
2799,Luke 23:8,3,Luke,23,8
3593,John 16:12,4,John,16,12
1503,Mark 11:7,2,Mark,11,7
3810,Acts 2:6,5,Acts,2,6
1454,Mark 10:10,2,Mark,10,10
7503,2 John 1:3,24,2 John,1,3
7884,Revelation 19:11,27,Revelation,19,11
7692,Revelation 8:9,27,Revelation,8,9
5321,1 Corinthians 5:12,7,1 Corinthians,5,12
7401,1 John 1:6,23,1 John,1,6
2653,Luke 20:18,3,Luke,20,18
7085,Hebrews 12:18,19,Hebrews,12,18
1313,Mark 6:50,2,Mark,6,50
2449,Luke 15:5,3,Luke,15,5
1638,Mark 14:28,2,Mark,14,28
3821,Acts 2:17,5,Acts,2,17
986,Matthew 27:1,1,Matthew,27,1
6483,1 Thessalonians 5:7,13,1 Thessalonians,5,7
6234,Philippians 1:18,11,Philippians,1,18
466,Matthew 14:13,1,Matthew,14,13
6342,Colossians 1:22,12,Colossians,1,22
2766,Luke 22:46,3,Luke,22,46
1254,Mark 5:34,2,Mark,5,34
3881,Acts 4:4,5,Acts,4,4
349,Matthew 12:4,1,Matthew,12,4
2774,Luke 22:54,3,Luke,22,54
2304,Luke 11:43,3,Luke,11,43
6359,Colossians 2:10,12,Colossians,2,10
5645,1 Corinthians 16:14,7,1 Corinthians,16,14
37,Matthew 2:12,1,Matthew,2,12
989,Matthew 27:4,1,Matthew,27,4
1505,Mark 11:9,2,Mark,11,9
676,Matthew 20:28,1,Matthew,20,28
4473,Acts 19:33,5,Acts,19,33
7407,1 John 2:2,23,1 John,2,2
4965,Romans 7:19,6,Romans,7,19
2685,Luke 21:3,3,Luke,21,3
6863,Hebrews 3:13,19,Hebrews,3,13
1550,Mark 12:21,2,Mark,12,21
367,Matthew 12:22,1,Matthew,12,22
3424,John 11:46,4,John,11,46
6980,Hebrews 9:20,19,Hebrews,9,20
2382,Luke 13:8,3,Luke,13,8
6083,Ephesians 1:22,10,Ephesians,1,22
264,Matthew 9:29,1,Matthew,9,29
765,Matthew 22:37,1,Matthew,22,37
1062,Matthew 28:11,1,Matthew,28,11
887,Matthew 25:23,1,Matthew,25,23
5127,Romans 13:6,6,Romans,13,6
2508,Luke 17:1,3,Luke,17,1
5686,2 Corinthians 2:7,8,2 Corinthians,2,7
6075,Ephesians 1:14,10,Ephesians,1,14
7461,1 John 4:3,23,1 John,4,3
3122,John 6:10,4,John,6,10
7729,Revelation 11:1,27,Revelation,11,1
4312,Acts 15:15,5,Acts,15,15
5088,Romans 11:24,6,Romans,11,24
4433,Acts 18:21,5,Acts,18,21
1846,Luke 2:17,3,Luke,2,17
1541,Mark 12:12,2,Mark,12,12
4087,Acts 9:16,5,Acts,9,16
6349,Colossians 1:29,12,Colossians,1,29
2041,Luke 6:39,3,Luke,6,39
528,Matthew 15:39,1,Matthew,15,39
4900,Romans 4:23,6,Romans,4,23
7223,James 5:14,20,James,5,14
5671,2 Corinthians 1:16,8,2 Corinthians,1,16
6333,Colossians 1:13,12,Colossians,1,13
3259,John 8:23,4,John,8,23
6516,2 Thessalonians 1:12,14,2 Thessalonians,1,12
4548,Acts 21:29,5,Acts,21,29
6687,2 Timothy 2:5,16,2 Timothy,2,5
995,Matthew 27:10,1,Matthew,27,10
769,Matthew 22:41,1,Matthew,22,41
2339,Luke 12:24,3,Luke,12,24
716,Matthew 21:34,1,Matthew,21,34
3218,John 7:35,4,John,7,35
6737,2 Timothy 4:12,16,2 Timothy,4,12
6606,1 Timothy 4:4,15,1 Timothy,4,4
7182,James 3:8,20,James,3,8
6525,2 Thessalonians 2:9,14,2 Thessalonians,2,9
4064,Acts 8:33,5,Acts,8,33
6835,Hebrews 2:3,19,Hebrews,2,3
7473,1 John 4:15,23,1 John,4,15
3635,John 17:21,4,John,17,21
756,Matthew 22:28,1,Matthew,22,28
7768,Revelation 13:4,27,Revelation,13,4
1732,Mark 16:3,2,Mark,16,3
6563,1 Timothy 1:12,15,1 Timothy,1,12
6520,2 Thessalonians 2:4,14,2 Thessalonians,2,4
4712,Acts 27:2,5,Acts,27,2
911,Matthew 26:1,1,Matthew,26,1
7528,3 John 1:15,25,3 John,1,15
806,Matthew 23:32,1,Matthew,23,32
4159,Acts 10:45,5,Acts,10,45
6998,Hebrews 10:10,19,Hebrews,10,10
1407,Mark 9:13,2,Mark,9,13
5423,1 Corinthians 10:1,7,1 Corinthians,10,1
2268,Luke 11:7,3,Luke,11,7
3853,Acts 3:2,5,Acts,3,2
142,Matthew 6:4,1,Matthew,6,4
354,Matthew 12:9,1,Matthew,12,9
5074,Romans 11:10,6,Romans,11,10
4418,Acts 18:6,5,Acts,18,6
5133,Romans 13:12,6,Romans,13,12
2215,Luke 9:58,3,Luke,9,58
7295,1 Peter 3:16,21,1 Peter,3,16
7249,1 Peter 1:20,21,1 Peter,1,20
3787,Acts 1:9,5,Acts,1,9
5544,1 Corinthians 14:11,7,1 Corinthians,14,11
1919,Luke 3:38,3,Luke,3,38
1645,Mark 14:35,2,Mark,14,35
72,Matthew 4:7,1,Matthew,4,7
2167,Luke 9:10,3,Luke,9,10
1751,Luke 1:2,3,Luke,1,2
3213,John 7:30,4,John,7,30
2065,Luke 7:14,3,Luke,7,14
1180,Mark 4:1,2,Mark,4,1
1353,Mark 7:34,2,Mark,7,34
1766,Luke 1:17,3,Luke,1,17
1747,Mark 16:18,2,Mark,16,18
5281,1 Corinthians 3:16,7,1 Corinthians,3,16
1622,Mark 14:12,2,Mark,14,12
7223,James 5:14,20,James,5,14
1366,Mark 8:10,2,Mark,8,10
1986,Luke 5:23,3,Luke,5,23
3098,John 5:33,4,John,5,33
649,Matthew 20:1,1,Matthew,20,1
1204,Mark 4:25,2,Mark,4,25
1229,Mark 5:9,2,Mark,5,9
2308,Luke 11:47,3,Luke,11,47
5692,2 Corinthians 2:13,8,2 Corinthians,2,13
5021,Romans 9:11,6,Romans,9,11
5970,Galatians 3:13,9,Galatians,3,13
5700,2 Corinthians 3:4,8,2 Corinthians,3,4
6334,Colossians 1:14,12,Colossians,1,14
2133,Luke 8:32,3,Luke,8,32
2068,Luke 7:17,3,Luke,7,17
2624,Luke 19:37,3,Luke,19,37
3997,Acts 7:26,5,Acts,7,26
6724,2 Timothy 3:16,16,2 Timothy,3,16
6218,Philippians 1:2,11,Philippians,1,2
2738,Luke 22:18,3,Luke,22,18
362,Matthew 12:17,1,Matthew,12,17
7578,Revelation 2:5,27,Revelation,2,5
3136,John 6:24,4,John,6,24
960,Matthew 26:50,1,Matthew,26,50
6383,Colossians 3:11,12,Colossians,3,11
5947,Galatians 2:11,9,Galatians,2,11
1313,Mark 6:50,2,Mark,6,50
801,Matthew 23:27,1,Matthew,23,27
5598,1 Corinthians 15:25,7,1 Corinthians,15,25
2797,Luke 23:6,3,Luke,23,6
7569,Revelation 1:16,27,Revelation,1,16
2302,Luke 11:41,3,Luke,11,41
1826,Luke 1:77,3,Luke,1,77
577,Matthew 17:21,1,Matthew,17,21
3802,Acts 1:24,5,Acts,1,24
5701,2 Corinthians 3:5,8,2 Corinthians,3,5
5538,1 Corinthians 14:5,7,1 Corinthians,14,5
4516,Acts 20:35,5,Acts,20,35
1717,Mark 15:35,2,Mark,15,35
4626,Acts 24:2,5,Acts,24,2
4510,Acts 20:29,5,Acts,20,29
227,Matthew 8:26,1,Matthew,8,26
2128,Luke 8:27,3,Luke,8,27
6589,1 Timothy 3:3,15,1 Timothy,3,3
1728,Mark 15:46,2,Mark,15,46
7136,James 1:15,20,James,1,15
1275,Mark 6:12,2,Mark,6,12
4438,Acts 18:26,5,Acts,18,26
7623,Revelation 3:21,27,Revelation,3,21
5391,1 Corinthians 8:9,7,1 Corinthians,8,9
2055,Luke 7:4,3,Luke,7,4
899,Matthew 25:35,1,Matthew,25,35
5584,1 Corinthians 15:11,7,1 Corinthians,15,11
2134,Luke 8:33,3,Luke,8,33
6148,Ephesians 4:21,10,Ephesians,4,21
4525,Acts 21:6,5,Acts,21,6
2032,Luke 6:30,3,Luke,6,30
3606,John 16:25,4,John,16,25
1807,Luke 1:58,3,Luke,1,58
5964,Galatians 3:7,9,Galatians,3,7
3511,John 13:26,4,John,13,26
6819,Hebrews 1:1,19,Hebrews,1,1
1802,Luke 1:53,3,Luke,1,53
121,Matthew 5:31,1,Matthew,5,31
6841,Hebrews 2:9,19,Hebrews,2,9
6915,Hebrews 6:16,19,Hebrews,6,16
3353,John 10:17,4,John,10,17
3225,John 7:42,4,John,7,42
617,Matthew 18:34,1,Matthew,18,34
3821,Acts 2:17,5,Acts,2,17
7104,Hebrews 13:8,19,Hebrews,13,8
4324,Acts 15:27,5,Acts,15,27
433,Matthew 13:38,1,Matthew,13,38
3815,Acts 2:11,5,Acts,2,11
7705,Revelation 9:9,27,Revelation,9,9
2567,Luke 18:23,3,Luke,18,23
6618,1 Timothy 4:16,15,1 Timothy,4,16
2699,Luke 21:17,3,Luke,21,17
538,Matthew 16:10,1,Matthew,16,10
2723,Luke 22:3,3,Luke,22,3
7925,Revelation 21:16,27,Revelation,21,16
4097,Acts 9:26,5,Acts,9,26
5824,2 Corinthians 9:13,8,2 Corinthians,9,13
189,Matthew 7:17,1,Matthew,7,17
6105,Ephesians 2:21,10,Ephesians,2,21
4683,Acts 26:5,5,Acts,26,5
4876,Romans 3:30,6,Romans,3,30
770,Matthew 22:42,1,Matthew,22,42
7700,Revelation 9:4,27,Revelation,9,4
4134,Acts 10:20,5,Acts,10,20
3821,Acts 2:17,5,Acts,2,17
1260,Mark 5:40,2,Mark,5,40
6244,Philippians 1:28,11,Philippians,1,28
2276,Luke 11:15,3,Luke,11,15
4189,Acts 11:27,5,Acts,11,27
530,Matthew 16:2,1,Matthew,16,2
6360,Colossians 2:11,12,Colossians,2,11
422,Matthew 13:27,1,Matthew,13,27
3850,Acts 2:46,5,Acts,2,46
1551,Mark 12:22,2,Mark,12,22
915,Matthew 26:5,1,Matthew,26,5
499,Matthew 15:10,1,Matthew,15,10
2854,Luke 24:7,3,Luke,24,7
6761,Titus 1:14,17,Titus,1,14
5133,Romans 13:12,6,Romans,13,12
3823,Acts 2:19,5,Acts,2,19
522,Matthew 15:33,1,Matthew,15,33
1372,Mark 8:16,2,Mark,8,16
6708,2 Timothy 2:26,16,2 Timothy,2,26
6171,Ephesians 5:12,10,Ephesians,5,12
2135,Luke 8:34,3,Luke,8,34
7640,Revelation 5:5,27,Revelation,5,5
3900,Acts 4:23,5,Acts,4,23
3659,John 18:19,4,John,18,19
525,Matthew 15:36,1,Matthew,15,36
3856,Acts 3:5,5,Acts,3,5
2376,Luke 13:2,3,Luke,13,2
6648,1 Timothy 6:5,15,1 Timothy,6,5
4993,Romans 8:22,6,Romans,8,22
680,Matthew 20:32,1,Matthew,20,32
1483,Mark 10:39,2,Mark,10,39
1455,Mark 10:11,2,Mark,10,11
1023,Matthew 27:38,1,Matthew,27,38
1155,Mark 3:11,2,Mark,3,11
2073,Luke 7:22,3,Luke,7,22
501,Matthew 15:12,1,Matthew,15,12
4105,Acts 9:34,5,Acts,9,34
3464,John 12:29,4,John,12,29
7368,2 Peter 2:13,22,2 Peter,2,13
1869,Luke 2:40,3,Luke,2,40
6229,Philippians 1:13,11,Philippians,1,13
2502,Luke 16:26,3,Luke,16,26
416,Matthew 13:21,1,Matthew,13,21
464,Matthew 14:11,1,Matthew,14,11
2851,Luke 24:4,3,Luke,24,4
1159,Mark 3:15,2,Mark,3,15
7325,1 Peter 5:5,21,1 Peter,5,5
5842,2 Corinthians 10:16,8,2 Corinthians,10,16
3460,John 12:25,4,John,12,25
49,Matthew 3:1,1,Matthew,3,1
5826,2 Corinthians 9:15,8,2 Corinthians,9,15
6811,Philemon 1:18,18,Philemon,1,18
5515,1 Corinthians 12:26,7,1 Corinthians,12,26
5641,1 Corinthians 16:10,7,1 Corinthians,16,10
7605,Revelation 3:3,27,Revelation,3,3
3042,John 4:31,4,John,4,31
1089,Mark 1:18,2,Mark,1,18
3910,Acts 4:33,5,Acts,4,33
1749,Mark 16:20,2,Mark,16,20
1606,Mark 13:33,2,Mark,13,33
962,Matthew 26:52,1,Matthew,26,52
2090,Luke 7:39,3,Luke,7,39
3912,Acts 4:35,5,Acts,4,35
3612,John 16:31,4,John,16,31
3839,Acts 2:35,5,Acts,2,35
6776,Titus 2:13,17,Titus,2,13
5030,Romans 9:20,6,Romans,9,20
1835,Luke 2:6,3,Luke,2,6
6193,Ephesians 6:1,10,Ephesians,6,1
5091,Romans 11:27,6,Romans,11,27
97,Matthew 5:7,1,Matthew,5,7
6815,Philemon 1:22,18,Philemon,1,22
2904,John 1:5,4,John,1,5
6430,1 Thessalonians 2:5,13,1 Thessalonians,2,5
390,Matthew 12:45,1,Matthew,12,45
139,Matthew 6:1,1,Matthew,6,1
874,Matthew 25:10,1,Matthew,25,10
4551,Acts 21:32,5,Acts,21,32
2218,Luke 9:61,3,Luke,9,61
4602,Acts 23:13,5,Acts,23,13
7309,1 Peter 4:8,21,1 Peter,4,8
6369,Colossians 2:20,12,Colossians,2,20
2709,Luke 21:27,3,Luke,21,27
3044,John 4:33,4,John,4,33
5237,1 Corinthians 1:19,7,1 Corinthians,1,19
1315,Mark 6:52,2,Mark,6,52
1249,Mark 5:29,2,Mark,5,29
4857,Romans 3:11,6,Romans,3,11
1300,Mark 6:37,2,Mark,6,37
2301,Luke 11:40,3,Luke,11,40
7954,Revelation 22:18,27,Revelation,22,18
6535,2 Thessalonians 3:2,14,2 Thessalonians,3,2
3574,John 15:20,4,John,15,20
5490,1 Corinthians 12:1,7,1 Corinthians,12,1
5527,1 Corinthians 13:7,7,1 Corinthians,13,7
4039,Acts 8:8,5,Acts,8,8
6640,1 Timothy 5:22,15,1 Timothy,5,22
4290,Acts 14:21,5,Acts,14,21
373,Matthew 12:28,1,Matthew,12,28
2037,Luke 6:35,3,Luke,6,35
7790,Revelation 14:8,27,Revelation,14,8
1944,Luke 4:25,3,Luke,4,25
2458,Luke 15:14,3,Luke,15,14
74,Matthew 4:9,1,Matthew,4,9
6906,Hebrews 6:7,19,Hebrews,6,7
2009,Luke 6:7,3,Luke,6,7
578,Matthew 17:22,1,Matthew,17,22
5627,1 Corinthians 15:54,7,1 Corinthians,15,54
5552,1 Corinthians 14:19,7,1 Corinthians,14,19
253,Matthew 9:18,1,Matthew,9,18
2303,Luke 11:42,3,Luke,11,42
6846,Hebrews 2:14,19,Hebrews,2,14
2497,Luke 16:21,3,Luke,16,21
775,Matthew 23:1,1,Matthew,23,1
3785,Acts 1:7,5,Acts,1,7
1797,Luke 1:48,3,Luke,1,48
7050,Hebrews 11:23,19,Hebrews,11,23
5696,2 Corinthians 2:17,8,2 Corinthians,2,17
7613,Revelation 3:11,27,Revelation,3,11
5796,2 Corinthians 8:9,8,2 Corinthians,8,9
3046,John 4:35,4,John,4,35
992,Matthew 27:7,1,Matthew,27,7
6264,Philippians 2:18,11,Philippians,2,18
7052,Hebrews 11:25,19,Hebrews,11,25
6364,Colossians 2:15,12,Colossians,2,15
3657,John 18:17,4,John,18,17
2751,Luke 22:31,3,Luke,22,31
6284,Philippians 3:8,11,Philippians,3,8
3017,John 4:6,4,John,4,6
6592,1 Timothy 3:6,15,1 Timothy,3,6
4475,Acts 19:35,5,Acts,19,35
5319,1 Corinthians 5:10,7,1 Corinthians,5,10
1120,Mark 2:4,2,Mark,2,4
2477,Luke 16:1,3,Luke,16,1
528,Matthew 15:39,1,Matthew,15,39
3301,John 9:6,4,John,9,6
5503,1 Corinthians 12:14,7,1 Corinthians,12,14
1603,Mark 13:30,2,Mark,13,30
7669,Revelation 7:3,27,Revelation,7,3
2293,Luke 11:32,3,Luke,11,32
5982,Galatians 3:25,9,Galatians,3,25
2486,Luke 16:10,3,Luke,16,10
854,Matthew 24:41,1,Matthew,24,41
3553,John 14:30,4,John,14,30
135,Matthew 5:45,1,Matthew,5,45
55,Matthew 3:7,1,Matthew,3,7
1943,Luke 4:24,3,Luke,4,24
594,Matthew 18:11,1,Matthew,18,11
5245,1 Corinthians 1:27,7,1 Corinthians,1,27
6516,2 Thessalonians 1:12,14,2 Thessalonians,1,12
640,Matthew 19:22,1,Matthew,19,22
5315,1 Corinthians 5:6,7,1 Corinthians,5,6
7884,Revelation 19:11,27,Revelation,19,11
2109,Luke 8:8,3,Luke,8,8
2784,Luke 22:64,3,Luke,22,64
184,Matthew 7:12,1,Matthew,7,12
4518,Acts 20:37,5,Acts,20,37
6642,1 Timothy 5:24,15,1 Timothy,5,24
7465,1 John 4:7,23,1 John,4,7
3665,John 18:25,4,John,18,25
559,Matthew 17:3,1,Matthew,17,3
7692,Revelation 8:9,27,Revelation,8,9
6539,2 Thessalonians 3:6,14,2 Thessalonians,3,6
7602,Revelation 2:29,27,Revelation,2,29
2230,Luke 10:11,3,Luke,10,11
6713,2 Timothy 3:5,16,2 Timothy,3,5
2779,Luke 22:59,3,Luke,22,59
3324,John 9:29,4,John,9,29
2844,Luke 23:53,3,Luke,23,53
7811,Revelation 16:1,27,Revelation,16,1
4935,Romans 6:12,6,Romans,6,12
6556,1 Timothy 1:5,15,1 Timothy,1,5
1758,Luke 1:9,3,Luke,1,9
7817,Revelation 16:7,27,Revelation,16,7
4829,Romans 2:12,6,Romans,2,12
2754,Luke 22:34,3,Luke,22,34
898,Matthew 25:34,1,Matthew,25,34
3213,John 7:30,4,John,7,30
4322,Acts 15:25,5,Acts,15,25
188,Matthew 7:16,1,Matthew,7,16
5388,1 Corinthians 8:6,7,1 Corinthians,8,6
6140,Ephesians 4:13,10,Ephesians,4,13
6002,Galatians 4:16,9,Galatians,4,16
7323,1 Peter 5:3,21,1 Peter,5,3
2184,Luke 9:27,3,Luke,9,27
3836,Acts 2:32,5,Acts,2,32
7040,Hebrews 11:13,19,Hebrews,11,13
4841,Romans 2:24,6,Romans,2,24
1671,Mark 14:61,2,Mark,14,61
1748,Mark 16:19,2,Mark,16,19
211,Matthew 8:10,1,Matthew,8,10
3299,John 9:4,4,John,9,4
5853,2 Corinthians 11:9,8,2 Corinthians,11,9
5010,Romans 8:39,6,Romans,8,39
3401,John 11:23,4,John,11,23
175,Matthew 7:3,1,Matthew,7,3
7185,James 3:11,20,James,3,11
1722,Mark 15:40,2,Mark,15,40
5072,Romans 11:8,6,Romans,11,8
5963,Galatians 3:6,9,Galatians,3,6
4414,Acts 18:2,5,Acts,18,2
399,Matthew 13:4,1,Matthew,13,4
5855,2 Corinthians 11:11,8,2 Corinthians,11,11
1880,Luke 2:51,3,Luke,2,51
6536,2 Thessalonians 3:3,14,2 Thessalonians,3,3
6549,2 Thessalonians 3:16,14,2 Thessalonians,3,16
5554,1 Corinthians 14:21,7,1 Corinthians,14,21
6977,Hebrews 9:17,19,Hebrews,9,17
3170,John 6:58,4,John,6,58
3303,John 9:8,4,John,9,8
1609,Mark 13:36,2,Mark,13,36
1624,Mark 14:14,2,Mark,14,14
2051,Luke 6:49,3,Luke,6,49
3185,John 7:2,4,John,7,2
4142,Acts 10:28,5,Acts,10,28
7424,1 John 2:19,23,1 John,2,19
6567,1 Timothy 1:16,15,1 Timothy,1,16
3237,John 8:1,4,John,8,1
5868,2 Corinthians 11:24,8,2 Corinthians,11,24
3826,Acts 2:22,5,Acts,2,22
5253,1 Corinthians 2:4,7,1 Corinthians,2,4
7217,James 5:8,20,James,5,8
182,Matthew 7:10,1,Matthew,7,10
6922,Hebrews 7:3,19,Hebrews,7,3
997,Matthew 27:12,1,Matthew,27,12
4868,Romans 3:22,6,Romans,3,22
781,Matthew 23:7,1,Matthew,23,7
2249,Luke 10:30,3,Luke,10,30
1510,Mark 11:14,2,Mark,11,14
566,Matthew 17:10,1,Matthew,17,10
1471,Mark 10:27,2,Mark,10,27
443,Matthew 13:48,1,Matthew,13,48
1018,Matthew 27:33,1,Matthew,27,33
4656,Acts 25:5,5,Acts,25,5
4656,Acts 25:5,5,Acts,25,5
7871,Revelation 18:22,27,Revelation,18,22
2854,Luke 24:7,3,Luke,24,7
828,Matthew 24:15,1,Matthew,24,15
7821,Revelation 16:11,27,Revelation,16,11
7088,Hebrews 12:21,19,Hebrews,12,21
5130,Romans 13:9,6,Romans,13,9
5649,1 Corinthians 16:18,7,1 Corinthians,16,18
3509,John 13:24,4,John,13,24
1691,Mark 15:9,2,Mark,15,9
4484,Acts 20:3,5,Acts,20,3
3063,John 4:52,4,John,4,52
952,Matthew 26:42,1,Matthew,26,42
2966,John 2:16,4,John,2,16
4785,Acts 28:31,5,Acts,28,31
2991,John 3:16,4,John,3,16
6274,Philippians 2:28,11,Philippians,2,28
6817,Philemon 1:24,18,Philemon,1,24
3519,John 13:34,4,John,13,34
6902,Hebrews 6:3,19,Hebrews,6,3
5021,Romans 9:11,6,Romans,9,11
6621,1 Timothy 5:3,15,1 Timothy,5,3
2066,Luke 7:15,3,Luke,7,15
1630,Mark 14:20,2,Mark,14,20
7453,1 John 3:19,23,1 John,3,19
29,Matthew 2:4,1,Matthew,2,4
3548,John 14:25,4,John,14,25
940,Matthew 26:30,1,Matthew,26,30
7819,Revelation 16:9,27,Revelation,16,9
1986,Luke 5:23,3,Luke,5,23
5904,2 Corinthians 13:6,8,2 Corinthians,13,6
3245,John 8:9,4,John,8,9
3237,John 8:1,4,John,8,1
4606,Acts 23:17,5,Acts,23,17
1172,Mark 3:28,2,Mark,3,28
7328,1 Peter 5:8,21,1 Peter,5,8
4239,Acts 13:22,5,Acts,13,22
5033,Romans 9:23,6,Romans,9,23
5947,Galatians 2:11,9,Galatians,2,11
7619,Revelation 3:17,27,Revelation,3,17
1602,Mark 13:29,2,Mark,13,29
1673,Mark 14:63,2,Mark,14,63
5817,2 Corinthians 9:6,8,2 Corinthians,9,6
1706,Mark 15:24,2,Mark,15,24
5970,Galatians 3:13,9,Galatians,3,13
511,Matthew 15:22,1,Matthew,15,22
4928,Romans 6:5,6,Romans,6,5
7842,Revelation 17:11,27,Revelation,17,11
6867,Hebrews 3:17,19,Hebrews,3,17
3071,John 5:6,4,John,5,6
6224,Philippians 1:8,11,Philippians,1,8
4924,Romans 6:1,6,Romans,6,1
725,Matthew 21:43,1,Matthew,21,43
4159,Acts 10:45,5,Acts,10,45
759,Matthew 22:31,1,Matthew,22,31
5560,1 Corinthians 14:27,7,1 Corinthians,14,27
1138,Mark 2:22,2,Mark,2,22
6923,Hebrews 7:4,19,Hebrews,7,4
6977,Hebrews 9:17,19,Hebrews,9,17
1771,Luke 1:22,3,Luke,1,22
6521,2 Thessalonians 2:5,14,2 Thessalonians,2,5
7584,Revelation 2:11,27,Revelation,2,11
5410,1 Corinthians 9:15,7,1 Corinthians,9,15
6855,Hebrews 3:5,19,Hebrews,3,5
2117,Luke 8:16,3,Luke,8,16
6942,Hebrews 7:23,19,Hebrews,7,23
284,Matthew 10:11,1,Matthew,10,11
6047,Galatians 6:4,9,Galatians,6,4
4827,Romans 2:10,6,Romans,2,10
6243,Philippians 1:27,11,Philippians,1,27
7266,1 Peter 2:12,21,1 Peter,2,12
874,Matthew 25:10,1,Matthew,25,10
3896,Acts 4:19,5,Acts,4,19
4365,Acts 16:27,5,Acts,16,27
5342,1 Corinthians 6:20,7,1 Corinthians,6,20
5954,Galatians 2:18,9,Galatians,2,18
4785,Acts 28:31,5,Acts,28,31
5833,2 Corinthians 10:7,8,2 Corinthians,10,7
2804,Luke 23:13,3,Luke,23,13
