BF3_CumVerse,BF3_BCV,BF3_BookIndex,BF3_BookName,BF3_Chapter,BF3_Verse
5684,2 Corinthians 2:5,8,2 Corinthians,2,5
7184,James 3:10,20,James,3,10
6761,Titus 1:14,17,Titus,1,14
7037,Hebrews 11:10,19,Hebrews,11,10
7104,Hebrews 13:8,19,Hebrews,13,8
1122,Mark 2:6,2,Mark,2,6
7841,Revelation 17:10,27,Revelation,17,10
5742,2 Corinthians 5:10,8,2 Corinthians,5,10
7828,Revelation 16:18,27,Revelation,16,18
7271,1 Peter 2:17,21,1 Peter,2,17
6449,1 Thessalonians 3:4,13,1 Thessalonians,3,4
7348,2 Peter 1:14,22,2 Peter,1,14
3457,John 12:22,4,John,12,22
7019,Hebrews 10:31,19,Hebrews,10,31
7525,3 John 1:12,25,3 John,1,12
6081,Ephesians 1:20,10,Ephesians,1,20
6750,Titus 1:3,17,Titus,1,3
6067,Ephesians 1:6,10,Ephesians,1,6
7513,2 John 1:13,24,2 John,1,13
7335,2 Peter 1:1,22,2 Peter,1,1
7484,1 John 5:5,23,1 John,5,5
5202,Romans 16:11,6,Romans,16,11
5915,Galatians 1:3,9,Galatians,1,3
6796,Philemon 1:3,18,Philemon,1,3
6224,Philippians 1:8,11,Philippians,1,8
7212,James 5:3,20,James,5,3
6804,Philemon 1:11,18,Philemon,1,11
7414,1 John 2:9,23,1 John,2,9
6808,Philemon 1:15,18,Philemon,1,15
5701,2 Corinthians 3:5,8,2 Corinthians,3,5
1702,Mark 15:20,2,Mark,15,20
7527,3 John 1:14,25,3 John,1,14
4416,Acts 18:4,5,Acts,18,4
6288,Philippians 3:12,11,Philippians,3,12
6627,1 Timothy 5:9,15,1 Timothy,5,9
1606,Mark 13:33,2,Mark,13,33
1246,Mark 5:26,2,Mark,5,26
6583,1 Timothy 2:12,15,1 Timothy,2,12
6052,Galatians 6:9,9,Galatians,6,9
5311,1 Corinthians 5:2,7,1 Corinthians,5,2
6458,1 Thessalonians 3:13,13,1 Thessalonians,3,13
6321,Colossians 1:1,12,Colossians,1,1
6824,Hebrews 1:6,19,Hebrews,1,6
6578,1 Timothy 2:7,15,1 Timothy,2,7
7432,1 John 2:27,23,1 John,2,27
1069,Matthew 28:18,1,Matthew,28,18
2580,Luke 18:36,3,Luke,18,36
7457,1 John 3:23,23,1 John,3,23
1186,Mark 4:7,2,Mark,4,7
4490,Acts 20:9,5,Acts,20,9
7506,2 John 1:6,24,2 John,1,6
6775,Titus 2:12,17,Titus,2,12
7127,James 1:6,20,James,1,6
6414,Colossians 4:17,12,Colossians,4,17
7486,1 John 5:7,23,1 John,5,7
1746,Mark 16:17,2,Mark,16,17
1161,Mark 3:17,2,Mark,3,17
6775,Titus 2:12,17,Titus,2,12
6656,1 Timothy 6:13,15,1 Timothy,6,13
6795,Philemon 1:2,18,Philemon,1,2
6437,1 Thessalonians 2:12,13,1 Thessalonians,2,12
7514,3 John 1:1,25,3 John,1,1
7547,Jude 1:19,26,Jude,1,19
7507,2 John 1:7,24,2 John,1,7
4923,Romans 5:21,6,Romans,5,21
5498,1 Corinthians 12:9,7,1 Corinthians,12,9
6465,1 Thessalonians 4:7,13,1 Thessalonians,4,7
5417,1 Corinthians 9:22,7,1 Corinthians,9,22
3500,John 13:15,4,John,13,15
7501,2 John 1:1,24,2 John,1,1
6406,Colossians 4:9,12,Colossians,4,9
4887,Romans 4:10,6,Romans,4,10
6696,2 Timothy 2:14,16,2 Timothy,2,14
5759,2 Corinthians 6:6,8,2 Corinthians,6,6
7777,Revelation 13:13,27,Revelation,13,13
6025,Galatians 5:8,9,Galatians,5,8
6359,Colossians 2:10,12,Colossians,2,10
4710,Acts 26:32,5,Acts,26,32
6445,1 Thessalonians 2:20,13,1 Thessalonians,2,20
7111,Hebrews 13:15,19,Hebrews,13,15
6461,1 Thessalonians 4:3,13,1 Thessalonians,4,3
7504,2 John 1:4,24,2 John,1,4
6688,2 Timothy 2:6,16,2 Timothy,2,6
7504,2 John 1:4,24,2 John,1,4
7368,2 Peter 2:13,22,2 Peter,2,13
2230,Luke 10:11,3,Luke,10,11
6923,Hebrews 7:4,19,Hebrews,7,4
7512,2 John 1:12,24,2 John,1,12
6410,Colossians 4:13,12,Colossians,4,13
7407,1 John 2:2,23,1 John,2,2
7347,2 Peter 1:13,22,2 Peter,1,13
2939,John 1:40,4,John,1,40
7541,Jude 1:13,26,Jude,1,13
7517,3 John 1:4,25,3 John,1,4
7087,Hebrews 12:20,19,Hebrews,12,20
3633,John 17:19,4,John,17,19
6952,Hebrews 8:5,19,Hebrews,8,5
6667,2 Timothy 1:3,16,2 Timothy,1,3
7135,James 1:14,20,James,1,14
4925,Romans 6:2,6,Romans,6,2
7366,2 Peter 2:11,22,2 Peter,2,11
1672,Mark 14:62,2,Mark,14,62
7796,Revelation 14:14,27,Revelation,14,14
3353,John 10:17,4,John,10,17
6693,2 Timothy 2:11,16,2 Timothy,2,11
7512,2 John 1:12,24,2 John,1,12
7538,Jude 1:10,26,Jude,1,10
7523,3 John 1:10,25,3 John,1,10
3765,John 21:12,4,John,21,12
546,Matthew 16:18,1,Matthew,16,18
5958,Galatians 3:1,9,Galatians,3,1
7320,1 Peter 4:19,21,1 Peter,4,19
6140,Ephesians 4:13,10,Ephesians,4,13
1094,Mark 1:23,2,Mark,1,23
6864,Hebrews 3:14,19,Hebrews,3,14
5074,Romans 11:10,6,Romans,11,10
7520,3 John 1:7,25,3 John,1,7
6436,1 Thessalonians 2:11,13,1 Thessalonians,2,11
7409,1 John 2:4,23,1 John,2,4
1857,Luke 2:28,3,Luke,2,28
7503,2 John 1:3,24,2 John,1,3
7340,2 Peter 1:6,22,2 Peter,1,6
6227,Philippians 1:11,11,Philippians,1,11
3742,John 20:20,4,John,20,20
7524,3 John 1:11,25,3 John,1,11
2980,John 3:5,4,John,3,5
3635,John 17:21,4,John,17,21
1146,Mark 3:2,2,Mark,3,2
6527,2 Thessalonians 2:11,14,2 Thessalonians,2,11
2054,Luke 7:3,3,Luke,7,3
7371,2 Peter 2:16,22,2 Peter,2,16
7324,1 Peter 5:4,21,1 Peter,5,4
7549,Jude 1:21,26,Jude,1,21
7896,Revelation 20:2,27,Revelation,20,2
6813,Philemon 1:20,18,Philemon,1,20
7323,1 Peter 5:3,21,1 Peter,5,3
6510,2 Thessalonians 1:6,14,2 Thessalonians,1,6
2461,Luke 15:17,3,Luke,15,17
6816,Philemon 1:23,18,Philemon,1,23
4781,Acts 28:27,5,Acts,28,27
6193,Ephesians 6:1,10,Ephesians,6,1
6320,Philippians 4:23,11,Philippians,4,23
6811,Philemon 1:18,18,Philemon,1,18
7535,Jude 1:7,26,Jude,1,7
6759,Titus 1:12,17,Titus,1,12
2048,Luke 6:46,3,Luke,6,46
6951,Hebrews 8:4,19,Hebrews,8,4
7507,2 John 1:7,24,2 John,1,7
7222,James 5:13,20,James,5,13
6302,Philippians 4:5,11,Philippians,4,5
6316,Philippians 4:19,11,Philippians,4,19
7216,James 5:7,20,James,5,7
5731,2 Corinthians 4:17,8,2 Corinthians,4,17
6796,Philemon 1:3,18,Philemon,1,3
6283,Philippians 3:7,11,Philippians,3,7
5816,2 Corinthians 9:5,8,2 Corinthians,9,5
4947,Romans 7:1,6,Romans,7,1
5730,2 Corinthians 4:16,8,2 Corinthians,4,16
6522,2 Thessalonians 2:6,14,2 Thessalonians,2,6
6766,Titus 2:3,17,Titus,2,3
5705,2 Corinthians 3:9,8,2 Corinthians,3,9
5766,2 Corinthians 6:13,8,2 Corinthians,6,13
7535,Jude 1:7,26,Jude,1,7
6425,1 Thessalonians 1:10,13,1 Thessalonians,1,10
5968,Galatians 3:11,9,Galatians,3,11
7402,1 John 1:7,23,1 John,1,7
6781,Titus 3:3,17,Titus,3,3
6726,2 Timothy 4:1,16,2 Timothy,4,1
3601,John 16:20,4,John,16,20
6682,2 Timothy 1:18,16,2 Timothy,1,18
6954,Hebrews 8:7,19,Hebrews,8,7
7520,3 John 1:7,25,3 John,1,7
6243,Philippians 1:27,11,Philippians,1,27
7341,2 Peter 1:7,22,2 Peter,1,7
6089,Ephesians 2:5,10,Ephesians,2,5
6793,Titus 3:15,17,Titus,3,15
6305,Philippians 4:8,11,Philippians,4,8
6899,Hebrews 5:14,19,Hebrews,5,14
5959,Galatians 3:2,9,Galatians,3,2
1220,Mark 4:41,2,Mark,4,41
7662,Revelation 6:13,27,Revelation,6,13
6796,Philemon 1:3,18,Philemon,1,3
6723,2 Timothy 3:15,16,2 Timothy,3,15
7336,2 Peter 1:2,22,2 Peter,1,2
7501,2 John 1:1,24,2 John,1,1
4934,Romans 6:11,6,Romans,6,11
7307,1 Peter 4:6,21,1 Peter,4,6
5790,2 Corinthians 8:3,8,2 Corinthians,8,3
1681,Mark 14:71,2,Mark,14,71
1473,Mark 10:29,2,Mark,10,29
7178,James 3:4,20,James,3,4
7189,James 3:15,20,James,3,15
5941,Galatians 2:5,9,Galatians,2,5
6801,Philemon 1:8,18,Philemon,1,8
7517,3 John 1:4,25,3 John,1,4
6141,Ephesians 4:14,10,Ephesians,4,14
6047,Galatians 6:4,9,Galatians,6,4
7393,2 Peter 3:16,22,2 Peter,3,16
2448,Luke 15:4,3,Luke,15,4
6867,Hebrews 3:17,19,Hebrews,3,17
6054,Galatians 6:11,9,Galatians,6,11
6773,Titus 2:10,17,Titus,2,10
7341,2 Peter 1:7,22,2 Peter,1,7
6290,Philippians 3:14,11,Philippians,3,14
2665,Luke 20:30,3,Luke,20,30
7237,1 Peter 1:8,21,1 Peter,1,8
2785,Luke 22:65,3,Luke,22,65
4822,Romans 2:5,6,Romans,2,5
7522,3 John 1:9,25,3 John,1,9
7552,Jude 1:24,26,Jude,1,24
7382,2 Peter 3:5,22,2 Peter,3,5
7539,Jude 1:11,26,Jude,1,11
4124,Acts 10:10,5,Acts,10,10
7194,James 4:2,20,James,4,2
6423,1 Thessalonians 1:8,13,1 Thessalonians,1,8
5265,1 Corinthians 2:16,7,1 Corinthians,2,16
5959,Galatians 3:2,9,Galatians,3,2
6511,2 Thessalonians 1:7,14,2 Thessalonians,1,7
7360,2 Peter 2:5,22,2 Peter,2,5
6872,Hebrews 4:3,19,Hebrews,4,3
6787,Titus 3:9,17,Titus,3,9
6527,2 Thessalonians 2:11,14,2 Thessalonians,2,11
7514,3 John 1:1,25,3 John,1,1
7342,2 Peter 1:8,22,2 Peter,1,8
6071,Ephesians 1:10,10,Ephesians,1,10
6790,Titus 3:12,17,Titus,3,12
7506,2 John 1:6,24,2 John,1,6
7517,3 John 1:4,25,3 John,1,4
3323,John 9:28,4,John,9,28
6333,Colossians 1:13,12,Colossians,1,13
7079,Hebrews 12:12,19,Hebrews,12,12
6592,1 Timothy 3:6,15,1 Timothy,3,6
5711,2 Corinthians 3:15,8,2 Corinthians,3,15
7664,Revelation 6:15,27,Revelation,6,15
7260,1 Peter 2:6,21,1 Peter,2,6
7540,Jude 1:12,26,Jude,1,12
6613,1 Timothy 4:11,15,1 Timothy,4,11
5687,2 Corinthians 2:8,8,2 Corinthians,2,8
4327,Acts 15:30,5,Acts,15,30
5996,Galatians 4:10,9,Galatians,4,10
6829,Hebrews 1:11,19,Hebrews,1,11
528,Matthew 15:39,1,Matthew,15,39
5593,1 Corinthians 15:20,7,1 Corinthians,15,20
7611,Revelation 3:9,27,Revelation,3,9
6009,Galatians 4:23,9,Galatians,4,23
6012,Galatians 4:26,9,Galatians,4,26
6294,Philippians 3:18,11,Philippians,3,18
7123,James 1:2,20,James,1,2
7526,3 John 1:13,25,3 John,1,13
7410,1 John 2:5,23,1 John,2,5
7487,1 John 5:8,23,1 John,5,8
7389,2 Peter 3:12,22,2 Peter,3,12
7223,James 5:14,20,James,5,14
6803,Philemon 1:10,18,Philemon,1,10
4653,Acts 25:2,5,Acts,25,2
7544,Jude 1:16,26,Jude,1,16
5573,1 Corinthians 14:40,7,1 Corinthians,14,40
7525,3 John 1:12,25,3 John,1,12
7515,3 John 1:2,25,3 John,1,2
2223,Luke 10:4,3,Luke,10,4
6455,1 Thessalonians 3:10,13,1 Thessalonians,3,10
6524,2 Thessalonians 2:8,14,2 Thessalonians,2,8
5824,2 Corinthians 9:13,8,2 Corinthians,9,13
7224,James 5:15,20,James,5,15
7044,Hebrews 11:17,19,Hebrews,11,17
7503,2 John 1:3,24,2 John,1,3
6093,Ephesians 2:9,10,Ephesians,2,9
7513,2 John 1:13,24,2 John,1,13
6005,Galatians 4:19,9,Galatians,4,19
6781,Titus 3:3,17,Titus,3,3
6517,2 Thessalonians 2:1,14,2 Thessalonians,2,1
6775,Titus 2:12,17,Titus,2,12
7444,1 John 3:10,23,1 John,3,10
5040,Romans 9:30,6,Romans,9,30
6602,1 Timothy 3:16,15,1 Timothy,3,16
4789,Romans 1:4,6,Romans,1,4
6507,2 Thessalonians 1:3,14,2 Thessalonians,1,3
6314,Philippians 4:17,11,Philippians,4,17
6772,Titus 2:9,17,Titus,2,9
6812,Philemon 1:19,18,Philemon,1,19
6071,Ephesians 1:10,10,Ephesians,1,10
7539,Jude 1:11,26,Jude,1,11
7417,1 John 2:12,23,1 John,2,12
45,Matthew 2:20,1,Matthew,2,20
3253,John 8:17,4,John,8,17
6509,2 Thessalonians 1:5,14,2 Thessalonians,1,5
3012,John 4:1,4,John,4,1
7354,2 Peter 1:20,22,2 Peter,1,20
4828,Romans 2:11,6,Romans,2,11
4910,Romans 5:8,6,Romans,5,8
7183,James 3:9,20,James,3,9
6419,1 Thessalonians 1:4,13,1 Thessalonians,1,4
6419,1 Thessalonians 1:4,13,1 Thessalonians,1,4
1309,Mark 6:46,2,Mark,6,46
2395,Luke 13:21,3,Luke,13,21
7616,Revelation 3:14,27,Revelation,3,14
6635,1 Timothy 5:17,15,1 Timothy,5,17
7806,Revelation 15:4,27,Revelation,15,4
6808,Philemon 1:15,18,Philemon,1,15
6557,1 Timothy 1:6,15,1 Timothy,1,6
1716,Mark 15:34,2,Mark,15,34
1277,Mark 6:14,2,Mark,6,14
2518,Luke 17:11,3,Luke,17,11
7779,Revelation 13:15,27,Revelation,13,15
7820,Revelation 16:10,27,Revelation,16,10
6775,Titus 2:12,17,Titus,2,12
5656,2 Corinthians 1:1,8,2 Corinthians,1,1
6700,2 Timothy 2:18,16,2 Timothy,2,18
4581,Acts 22:22,5,Acts,22,22
5691,2 Corinthians 2:12,8,2 Corinthians,2,12
7357,2 Peter 2:2,22,2 Peter,2,2
6790,Titus 3:12,17,Titus,3,12
6044,Galatians 6:1,9,Galatians,6,1
7165,James 2:17,20,James,2,17
6406,Colossians 4:9,12,Colossians,4,9
6256,Philippians 2:10,11,Philippians,2,10
6715,2 Timothy 3:7,16,2 Timothy,3,7
6917,Hebrews 6:18,19,Hebrews,6,18
5724,2 Corinthians 4:10,8,2 Corinthians,4,10
6815,Philemon 1:22,18,Philemon,1,22
6351,Colossians 2:2,12,Colossians,2,2
7348,2 Peter 1:14,22,2 Peter,1,14
5182,Romans 15:24,6,Romans,15,24
6658,1 Timothy 6:15,15,1 Timothy,6,15
7550,Jude 1:22,26,Jude,1,22
2999,John 3:24,4,John,3,24
7725,Revelation 10:8,27,Revelation,10,8
7124,James 1:3,20,James,1,3
4366,Acts 16:28,5,Acts,16,28
7092,Hebrews 12:25,19,Hebrews,12,25
6950,Hebrews 8:3,19,Hebrews,8,3
4809,Romans 1:24,6,Romans,1,24
7510,2 John 1:10,24,2 John,1,10
7150,James 2:2,20,James,2,2
7544,Jude 1:16,26,Jude,1,16
3821,Acts 2:17,5,Acts,2,17
959,Matthew 26:49,1,Matthew,26,49
1475,Mark 10:31,2,Mark,10,31
4438,Acts 18:26,5,Acts,18,26
6967,Hebrews 9:7,19,Hebrews,9,7
2418,Luke 14:9,3,Luke,14,9
6769,Titus 2:6,17,Titus,2,6
5831,2 Corinthians 10:5,8,2 Corinthians,10,5
7534,Jude 1:6,26,Jude,1,6
7552,Jude 1:24,26,Jude,1,24
6970,Hebrews 9:10,19,Hebrews,9,10
5748,2 Corinthians 5:16,8,2 Corinthians,5,16
7536,Jude 1:8,26,Jude,1,8
7930,Revelation 21:21,27,Revelation,21,21
7519,3 John 1:6,25,3 John,1,6
1141,Mark 2:25,2,Mark,2,25
5916,Galatians 1:4,9,Galatians,1,4
5529,1 Corinthians 13:9,7,1 Corinthians,13,9
7514,3 John 1:1,25,3 John,1,1
6689,2 Timothy 2:7,16,2 Timothy,2,7
7323,1 Peter 5:3,21,1 Peter,5,3
4913,Romans 5:11,6,Romans,5,11
6542,2 Thessalonians 3:9,14,2 Thessalonians,3,9
5719,2 Corinthians 4:5,8,2 Corinthians,4,5
6123,Ephesians 3:17,10,Ephesians,3,17
4121,Acts 10:7,5,Acts,10,7
7274,1 Peter 2:20,21,1 Peter,2,20
6897,Hebrews 5:12,19,Hebrews,5,12
2195,Luke 9:38,3,Luke,9,38
7553,Jude 1:25,26,Jude,1,25
5380,1 Corinthians 7:38,7,1 Corinthians,7,38
7430,1 John 2:25,23,1 John,2,25
7358,2 Peter 2:3,22,2 Peter,2,3
1734,Mark 16:5,2,Mark,16,5
7502,2 John 1:2,24,2 John,1,2
4813,Romans 1:28,6,Romans,1,28
7301,1 Peter 3:22,21,1 Peter,3,22
6590,1 Timothy 3:4,15,1 Timothy,3,4
4700,Acts 26:22,5,Acts,26,22
7124,James 1:3,20,James,1,3
7536,Jude 1:8,26,Jude,1,8
6207,Ephesians 6:15,10,Ephesians,6,15
3740,John 20:18,4,John,20,18
772,Matthew 22:44,1,Matthew,22,44
6882,Hebrews 4:13,19,Hebrews,4,13
7173,James 2:25,20,James,2,25
6999,Hebrews 10:11,19,Hebrews,10,11
6344,Colossians 1:24,12,Colossians,1,24
2866,Luke 24:19,3,Luke,24,19
6637,1 Timothy 5:19,15,1 Timothy,5,19
7373,2 Peter 2:18,22,2 Peter,2,18
4434,Acts 18:22,5,Acts,18,22
7340,2 Peter 1:6,22,2 Peter,1,6
5799,2 Corinthians 8:12,8,2 Corinthians,8,12
3057,John 4:46,4,John,4,46
2674,Luke 20:39,3,Luke,20,39
6721,2 Timothy 3:13,16,2 Timothy,3,13
7369,2 Peter 2:14,22,2 Peter,2,14
6205,Ephesians 6:13,10,Ephesians,6,13
5328,1 Corinthians 6:6,7,1 Corinthians,6,6
7255,1 Peter 2:1,21,1 Peter,2,1
7219,James 5:10,20,James,5,10
3124,John 6:12,4,John,6,12
6462,1 Thessalonians 4:4,13,1 Thessalonians,4,4
709,Matthew 21:27,1,Matthew,21,27
5318,1 Corinthians 5:9,7,1 Corinthians,5,9
3971,Acts 6:15,5,Acts,6,15
4465,Acts 19:25,5,Acts,19,25
7494,1 John 5:15,23,1 John,5,15
3492,John 13:7,4,John,13,7
6535,2 Thessalonians 3:2,14,2 Thessalonians,3,2
6016,Galatians 4:30,9,Galatians,4,30
1240,Mark 5:20,2,Mark,5,20
7337,2 Peter 1:3,22,2 Peter,1,3
6962,Hebrews 9:2,19,Hebrews,9,2
6906,Hebrews 6:7,19,Hebrews,6,7
6465,1 Thessalonians 4:7,13,1 Thessalonians,4,7
7361,2 Peter 2:6,22,2 Peter,2,6
7746,Revelation 11:18,27,Revelation,11,18
5783,2 Corinthians 7:12,8,2 Corinthians,7,12
3907,Acts 4:30,5,Acts,4,30
6365,Colossians 2:16,12,Colossians,2,16
3057,John 4:46,4,John,4,46
7517,3 John 1:4,25,3 John,1,4
6693,2 Timothy 2:11,16,2 Timothy,2,11
3735,John 20:13,4,John,20,13
7539,Jude 1:11,26,Jude,1,11
4763,Acts 28:9,5,Acts,28,9
4424,Acts 18:12,5,Acts,18,12
953,Matthew 26:43,1,Matthew,26,43
1196,Mark 4:17,2,Mark,4,17
7511,2 John 1:11,24,2 John,1,11
3561,John 15:7,4,John,15,7
4565,Acts 22:6,5,Acts,22,6
7224,James 5:15,20,James,5,15
6955,Hebrews 8:8,19,Hebrews,8,8
6349,Colossians 1:29,12,Colossians,1,29
7519,3 John 1:6,25,3 John,1,6
3704,John 19:24,4,John,19,24
